,Period,Data-type,Sub-heading1,Sub-heading2,Files
352,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR_450kmeth_WBCcountsBakulski  Add this file to your basket General
353,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,“WBC files are for use in EWAs analyses only”
354,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,Selection_GENR_450kmeth_release2_birth_20161215  Add this file to your basket General
355,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR_450kmeth_release2_birth_Bakulski_20170501  Add this file to your basket General
356,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR_450kmeth_release2_birth_Gervin_20170501  Add this file to your basket General
357,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR_450kmeth_release2_birth_Houseman_default_20170501  Add this file to your basket General
358,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR_450kmeth_release2_birth_Houseman_EosNeu_20170501  Add this file to your basket General
359,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,Selection_GENR_450kmeth_release3_birth_20180125  Add this file to your basket General
360,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR_450kmeth_release3_birth_Bakulski_20180125  Add this file to your basket General
361,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR_450kmeth_release3_birth_Gervin_20180125  Add this file to your basket General
362,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR_450kmeth_release3_birth_Houseman_default_20180125  Add this file to your basket General
363,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR_450kmeth_release3_birth_Houseman_EosNeu_20180125  Add this file to your basket General
364,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR_450kmeth_release3_birth_Salas  Add this file to your basket General
365,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,
366,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,SelectionGWAv3_October2022 Add this file to your basket General
367,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,Selection_GWAv4-Child_October2022 Add this file to your basket General
368,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,PCA_Selection GWAv3_revised def_October2022 Add this file to your basket General'
369,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,PCA_Selection GWAv3_revised def_European-October2022 Add this file to your basket General'
370,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,PCA_Selection GWAv4_revised def_October2022 Add this file to your basket General'
371,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,PCA_Selection GWAv4_revised def_European-October2022 Add this file to your basket General'
372,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,Selection GWAv3_revised def_European_October2022 Add this file to your basket General
373,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,Selection GWAv4_revised def_European_October2022 Add this file to your basket General
374,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR4_Admixture_08072021 Add this file to your basket
375,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR4_nonEU_08072021 Add this file to your basket
376,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR3_Admixture_08072021 Add this file to your basket
377,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GENR3_NonEu_08072021 Add this file to your basket
378,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,"For using 1000Genome, use file V:\Promovendi\GWA\FrequencyCAUCASIANS.frq for correct frequencies (not on wiki due to filesize)"
379,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,GWAS_Ethnicity_probability_Child_07042017  Add this file to your basket General
380,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,
381,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,"SNPCHILD_DRD4_17072015  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
382,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,"SNPCHILD_MAO-A_17072014  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
383,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,"SNPCHILD_FTO_17072015  Add this file to your basket PI: Vincent Jaddoe, Eric Steegers"
384,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,"SNPCHILD_CORTISOL_17072015  Add this file to your basket PI: Vincent Jaddoe, Eric Steegers"
385,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,"SNPCHILD_5HTTLPR-Serotonin_17072015  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
386,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,"SNPCHILD_ADH_30052017  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
387,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,DNA,
388,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,Nose swaps,CHILDNOSECOTTONSF0-3_01082011  Add this file to your basket PI: Liesbeth Duijts
389,Years 0-4 (Phase 2),Biological samples,Child 0-4 years,Saliva,"CHILDCORTISOLSALIVA14M_23112010  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
390,Years 0-4 (Phase 2),Environment,Postnatal exposure,"Airpollution, created for lifecycle","GENR-9523_ap_backextrapolated_preg_post_2021-04-15 PI: Vincent Jaddoe, available on request from datamanagement"
391,Years 0-4 (Phase 2),Environment,Postnatal exposure,"Other, created for lifecycle","GENRbuiltenvironment_14-05-2020 PI: Vincent Jaddoe, available on request from datamanagement"
392,Years 0-4 (Phase 2),Environment,Postnatal exposure,"Other, created for lifecycle","GENRUnhealthyfoodenvironment_25112019 PI: Vincent Jaddoe, available on request from datamanagement"
393,Years 0-4 (Phase 2),Environment,Postnatal exposure,"Other, created for lifecycle","GENRtraffic_25112019 PI: Vincent Jaddoe, available on request from datamanagement"
394,Years 0-4 (Phase 2),Environment,Postnatal exposure,"Other, created for lifecycle","GENRsocialcontext_25112019 PI: Vincent Jaddoe, available on request from datamanagement"
395,Years 0-4 (Phase 2),Environment,Postnatal exposure,"Other, created for lifecycle","GENRnoise_25112019 PI: Vincent Jaddoe, available on request from datamanagement"
396,Years 0-4 (Phase 2),Environment,Postnatal exposure,"Other, created for lifecycle","GENRnaturalspaces_25112019-corrected PI: Vincent Jaddoe, available on request from datamanagement"
397,Years 0-4 (Phase 2),Environment,Postnatal exposure,"Other, created for lifecycle","GENR_meteo_27072020 PI: Vincent Jaddoe, available on request from datamanagement"
398,Years 0-4 (Phase 2),Environment,Postnatal exposure,Public health,"CHILD-NeighbourhoodProfile_02032021.sav  PI: Wilma Jansen, available on request from datamanagement"
399,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Behaviour Focus@5,,"CHILDASD_17042018  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
400,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Behaviour Focus@5,,"CHILDBERKLEYPUPPETINTERVIEW_13112012  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
401,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Behaviour Focus@5,,"CHILDLANGUAGE5_12092013  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
402,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Behaviour Focus@5,,"COGNITIONPARENT_28052013_APM_IBF_VDR_outliersexcluded  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
403,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Behaviour Focus@5,,"CHILDSONIQ5_06042012  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
404,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Behaviour Focus@5,,"CHILDCONSULENTSON5_09102012  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
405,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Blood pressure Focus@5,,CHILDBLOODPRESSURE5_10022012  Add this file to your basket PI: Vincent Jaddoe
406,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Blood pressure Focus@5,,MOTHERBLOODPRESSURE5_11022013  Add this file to your basket PI: Eric Steegers
407,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,DXA Focus@5,,"CHILDBONEMASS5_10122014  Add this file to your basket PI: Trudy Voortman, Vincent Jaddoe, Fernando Rivadeneira"
408,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Eyes Focus@5,,CHILDEYES5_17072015  Add this file to your basket PI: Caroline Klaver
409,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Eyes Focus@5,,CHILDEYESIOL5_06092019  Add this file to your basket PI: Caroline Klaver
410,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Eyes Focus@5,,MOTHEREYESIOL5_06092019  Add this file to your basket PI: Caroline Klaver
411,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@5,,CHILDOBESITY5_08102014  Add this file to your basket PI: Vincent Jaddoe
412,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@5,,CHILDGROWTH5_10122014  Add this file to your basket PI: Vincent Jaddoe
413,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@5,,MOTHERANTHROPOMETRY_18022013  Add this file to your basket PI: Eric Steegers
414,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@5,,MOTHERCARDIACDISEASE_28092017  Add this file to your basket PI: Eric Steegers
415,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@5,,CHILDRETINA5_07112017  Add this file to your basket PI: Vincent Jaddoe
416,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Growth Focus@5,,MOTHERRETINA5_14122015  Add this file to your basket PI: Eric Steegers
417,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Intake Focus@5,,MOTHERMEDICATION_28012013  Add this file to your basket PI: Eric Steegers
418,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Intake Focus@5,,MOTHERPREGNANT_28012013  Add this file to your basket PI: Eric Steegers
419,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Lungs Focus@5,,"CHILDFENO5_28062012  Add this file to your basket PI: Liesbeth Duijts, Johan de Jongste"
420,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Lungs Focus@5,,"CHILDRINT5_05102012  Add this file to your basket PI: Liesbeth Duijts, Johan de Jongste"
421,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,PWV Focus@5,,CHILDPWV5_15032012  Add this file to your basket PI: Vincent Jaddoe
422,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,PWV Focus@5,,MOTHERPWV5_02102013  Add this file to your basket PI: Eric Steegers
423,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Taste Focus@5,,CHILDPROP5_29022012  Add this file to your basket PI: Amy van Grieken
424,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Taste Focus@5,,CHILDTASTE5_14022013  Add this file to your basket PI: Amy van Grieken
425,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Teeth Focus@5,,CHILDTEETH5_25012012  Add this file to your basket PI: Eppo Wolvius
426,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Ultrasound Focus@5,,CHILDHEART5_08112012  Add this file to your basket PI: Vincent Jaddoe
427,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Ultrasound Focus@5,,CHILDKIDNEYABNORMALITIES5_29022012  Add this file to your basket PI: Vincent Jaddoe
428,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Ultrasound Focus@5,,CHILDKIDNEY5_08022012  Add this file to your basket PI: Vincent Jaddoe
429,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Ultrasound Focus@5,,CHILDULTRASOUNDFAT_18122012  Add this file to your basket PI: Vincent Jaddoe
430,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Ultrasound Focus@5,,MOTHERHEART5_02102013  Add this file to your basket PI: Eric Steegers
431,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Behaviour 5-8 years,,"PEERS DATA final 01082013  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
432,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Behaviour 5-8 years,,"GenR_social_network_metrics_16March2015 PI: Pauline Jansen, Manon Hillegers. Extension of Peers dataset, available upon request from datamanagement"
433,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Behaviour 5-8 years,,"CHILDDISC_IV_YC_27082013  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
434,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Behaviour 5-8 years,,"Teacher_bullying_data_13012020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
435,Years 5-8 (Phase 3),Hands on measurements and ultrasounds,Behaviour 5-8 years,,Teacher bullying data_13012020  Add this file to your basket General
436,Years 5-8 (Phase 3),Interviews & Questionnaires,Child behaviour combined 5-8 years,,CHILDCBCL_6_incl_Tscores_20201111  Add this file to your basket General
437,Years 5-8 (Phase 3),Interviews & Questionnaires,Child behaviour combined 5-8 years,,"CHILDHOMEVISIT5_RESPONS_27082013  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
438,Years 5-8 (Phase 3),Interviews & Questionnaires,Child behaviour combined 5-8 years,,"CHILDDISC_IV_YC_23062020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
439,Years 5-8 (Phase 3),Interviews & Questionnaires,Child behaviour combined 5-8 years,,"DataDictionary DISC-IV YC_27082013  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
440,Years 5-8 (Phase 3),Interviews & Questionnaires,Child behaviour combined 5-8 years,,"SCQ-interviews_FinalCleaned_10092012  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
441,Years 5-8 (Phase 3),Interviews & Questionnaires,Child behaviour combined 5-8 years,,"CHILDADHDMEDICATION5_17112016  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
442,Years 5-8 (Phase 3),Interviews & Questionnaires,Child behaviour combined 5-8 years,,CHILDBehavioralHealthcareUse5-9y_20122018  Add this file to your basket PI: Wilma Jansen
443,Years 5-8 (Phase 3),Interviews & Questionnaires,Child disease combined 5-8 years,,"CHILDASTHMA-RTI-ATOPY5_12112012  Add this file to your basket PI: Liesbeth Duijts, Johan de Jongste"
444,Years 5-8 (Phase 3),Interviews & Questionnaires,Parental employment 5-8 years,,PARENTEMPLOYMENT5_13082012  Add this file to your basket General
445,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,A. General,GR1075-A_16012023 Add this file to your basket General
446,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,A. General,SEASONGR1075_17072015  Add this file to your basket General
447,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,B. Family,GR1075-B3_17072015  Add this file to your basket General
448,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,B. Family,GR1075-B4_17072015  Add this file to your basket General
449,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,B. Family,"GR1075_B20_18042019 ""Contains subquestion adults,available from datamanagement, the subquestion about children can be found in CHILD-ALLGENERALDATA_25052022"""
450,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,B. Family,PARENTEMPLOYMENT5_13082012  Add this file to your basket General
451,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,C. School,GR1075-C1_22052019  Add this file to your basket General
452,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,C. School,GR1075-C4-6_17072015  Add this file to your basket General
453,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,D. Exercise,GR1075-D1-25_17072015  Add this file to your basket General
454,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,D. Exercise,GR1075-D5_13062016  Add this file to your basket General
455,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,E. Diet,GR1075-E1-3_17072015  Add this file to your basket General
456,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,E. Diet,GR1075-E4_17072015  Add this file to your basket General
457,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,F. Health,GR1075-F1-9_17072015  Add this file to your basket General
458,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,F. Health,GR1075-F10-17_21122015  Add this file to your basket General
459,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,G. Behavior,CHILDCBCL5_17072015  Add this file to your basket General
460,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1075 The development of my 5/6-year old child - part I,H. Accidents,GR1075-H_17072015  Add this file to your basket General
461,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,A. Behavior,GR1076-A1_23082013  Add this file to your basket General
462,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,A. Behavior,GR1076-A2_14122015  Add this file to your basket General
463,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,A. Behavior,GR1076-A345_091021012  Add this file to your basket General
464,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,B. Eczema,GR1076-B_07032013  Add this file to your basket General
465,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,C. Abdominal pain,CHILDABDOMINALPAIN_25062012  Add this file to your basket General
466,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,C. Abdominal pain,GR1076-C8-12_13052013  Add this file to your basket General
467,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,D. Respiratory complaints,GR1076-D_07032013  Add this file to your basket General
468,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,E. Home,GR1076-E1-2_12112012  Add this file to your basket General
469,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,E. Home,GR1076-E345_28032012  Add this file to your basket General
470,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,E. Home,GR1076-E6-10_12112012  Add this file to your basket General
471,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,E. Home,GR1076-E11-13_30082013  Add this file to your basket General
472,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,F. Character,GR1076-F1_24032014  Add this file to your basket General
473,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,F. Character,GR1076-F2_29112012  Add this file to your basket General
474,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,G. Health,GR1076_G1-15_29082013  Add this file to your basket General
475,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,G. Health,GR1076-G16-21_18122012  Add this file to your basket General
476,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,H. Pregnancies and lifestyle of the mother,GR1076-H1_17052018  Add this file to your basket General
477,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1076 The development of my 5/6-year old child - part II,H. Pregnancies and lifestyle of the mother,GR1076-H4_12092013  Add this file to your basket General
478,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1079 Questionnaire Teacher,,"CHILDTRF_incl_Tscores_20201111  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
479,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1080 Questionnaire nutrition and behaviour,A. General,GR1080-A1_17072015  Add this file to your basket General
480,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1080 Questionnaire nutrition and behaviour,B. Eating habits of your child,CHILDNUTRITION8_05042016 Add this file to your basket PI: Trudy Voortman
481,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1080 Questionnaire nutrition and behaviour,B. Eating habits of your child,CHILDNUTRITIONFOODGROUPS_26042015 Add this file to your basket PI: Trudy Voortman
482,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1080 Questionnaire nutrition and behaviour,B. Eating habits of your child,CHILDNUTRITION8_AddedSugar_10022017 Add this file to your basket PI: Trudy Voortman
483,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1080 Questionnaire nutrition and behaviour,B. Eating habits of your child,CHILDDietScore_8y_18052018  Add this file to your basket PI: Trudy Voortman
484,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1080 Questionnaire nutrition and behaviour,"C. Language, school and leisure time",GR1080-C10-11_04042017  Add this file to your basket General
485,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1080 Questionnaire nutrition and behaviour,D. Upbringing,GR1080-D1-2_03022020  Add this file to your basket General
486,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1080 Questionnaire nutrition and behaviour,E. Bullying and victimization,GR1080-E_Bullying_17072015  Add this file to your basket General
487,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1080 Questionnaire nutrition and behaviour,F. Behavior,GR1080-F1_ConnersShortForm_17072015  Add this file to your basket General
488,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1080 Questionnaire nutrition and behaviour,F. Behavior,GR1080-F1_ConnersRatingScale_31032014  Add this file to your basket General
489,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1080 Questionnaire nutrition and behaviour,F. Behavior,GR1080-F2_OCD_17072015  Add this file to your basket General
490,Years 5-8 (Phase 3),Interviews & Questionnaires,GR1080 Questionnaire nutrition and behaviour,F. Behavior,GR1080-F3_26062018  Add this file to your basket General
491,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Blood,
492,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Blood,"CHILDCRP5_24092013  Add this file to your basket PI: Vincent Jaddoe, Trudy Voortman"
493,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Blood,"CHILDGLUCOSEMETABOLISM5_24092013  Add this file to your basket PI: Vincent Jaddoe, Trudy Voortman"
494,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Blood,"CHILDKIDNEYFUNCTION5_24092013  Add this file to your basket PI: Vincent Jaddoe, Trudy Voortman"
495,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Blood,"CHILDLIPIDS5_24092013  Add this file to your basket PI: Vincent Jaddoe, Trudy Voortman"
496,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Blood,"CHILDLIVERENZYMES5_24092013  Add this file to your basket PI: Vincent Jaddoe, Trudy Voortman"
497,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Blood,"13092019 Metabolomics_Child9_Imputed_FINAL PI: Vincent Jaddoe, Eric Steegers, available on request from datamanagement"
498,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Blood,CHILD5-tTg-Iga_04062013  Add this file to your basket PI: Liesbeth Duijts
499,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Blood,CHILD5CagAHp_08042013 (Helicobacter Pylori)  Add this file to your basket PI: Ernst Kuipers
500,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Blood,"Ranges en codes_SerumChildF5 (ALAT, ASAT, CHOL, C-peptide, CRP, Cystatine C, HDL, Insuline, KREAT, LDL,TG) Add this file to your basket"
501,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Blood,"VITDCHILDF5_06062014  Add this file to your basket PI: Vincent Jaddoe, Trudy Voortman"
502,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Blood,CHILDSERUMF5_THYROID_28072014  Add this file to your basket PI: Robin Peeters
503,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Blood,CHILD5-ELISA_04062013  Add this file to your basket PI: Liesbeth Duijts
504,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,DNA,Selection_GENR_450kmeth_release2_5y_28102016  Add this file to your basket
505,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,DNA,GENR_450kmeth_release2_5y_Houseman_default_20170501  Add this file to your basket
506,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,DNA,GENR_450kmeth_release2_5y_Houseman_EosNeu_20170501  Add this file to your basket
507,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,DNA,Selection_GENR_450kmeth_release3_5y  Add this file to your basket
508,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,DNA,GENR_450kmeth_release3_5y_Houseman_default Add this file to your basket
509,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,DNA,GENR_450kmeth_release3_5y_Houseman_EosNeu Add this file to your basket
510,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Hair,"CORTISOLHAIRF5_08062015  Add this file to your basket PI: Vincent Jaddoe, Liesbeth van Rossum"
511,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Nose swaps,CHILDNOSECOTTONSF5_26022014  Add this file to your basket PI: Liesbeth Duijts
512,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Urine,CHILDCREATURIN5_17012013  Add this file to your basket PI: Vincent Jaddoe
513,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Urine,"20160127_NIH_Analytical results OP metabolites_Child5 PI: Pauline Jansen, TNO, available on request from datamanagement"
514,Years 5-8 (Phase 3),Biological Samples,Child 5-8 years,Urine,"URINECHILD_phtalatesandbisphenols6_06112019 PI: Vincent Jaddoe, available on request from datamanagement"
515,Years 5-8 (Phase 3),Biological Samples,Mother: child 5-8 years,Blood,MOTHER5LIPIDS_02032015  Add this file to your basket PI: Eric Steegers
516,Years 5-8 (Phase 3),Biological Samples,Mother: child 5-8 years,Blood,
517,Years 5-8 (Phase 3),Biological Samples,Mother: child 5-8 years,Blood,MOTHERCHARM5_03122019  Add this file to your basket PI: Eric Steegers
518,Years 5-8 (Phase 3),MRI,Brain 5-8 years,,"MRI5respons_14082013  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
519,Years 5-8 (Phase 3),MRI,Brain 5-8 years,,available by request from datamanagement
520,Years 5-8 (Phase 3),MRI,Brain 5-8 years,,"MRI5HANDEDNESS_21082013 PI: Pauline Jansen, Manon Hillegers"
521,Years 5-8 (Phase 3),MRI,Brain 5-8 years,,"MRIDOGTASK_RUN2_22072014 PI: Pauline Jansen, Manon Hillegers"
522,Years 5-8 (Phase 3),MRI,Brain 5-8 years,,"MRIDOGTASK_RUN1_28102013 PI: Pauline Jansen, Manon Hillegers"
523,Years 5-8 (Phase 3),MRI,Brain 5-8 years,,"MRI5DONATING_08012014 PI: Pauline Jansen, Manon Hillegers"
524,Years 5-8 (Phase 3),MRI,Brain 5-8 years,,"MRI4MEDICATIONUSE_03032014 PI: Pauline Jansen, Manon Hillegers"
525,Years 5-8 (Phase 3),MRI,Brain 5-8 years,,"Data_dictionary_MRINEPSYincldomains_v3  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
526,Years 5-8 (Phase 3),MRI,Brain 5-8 years,,"MRI5NormalSinus_16112020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
527,Years 5-8 (Phase 3),MRI,Brain 5-8 years,,"MRINEPSYincldomains_03042015  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
528,Years 5-8 (Phase 3),MRI,Brain 5-8 years,,also download the data dictionary for correct use of the data!
